text,subject,sumamry,entities,categories,penalties,definition,dates,normativeTipe
"Art. 11. Nas empresas de mais de duzentos empregados, é assegurada a eleição de
um representante destes com a finalidade exclusiva de promover-lhes o entendimento
direto com os empregadores.
CAPÍTULO III –
Da Nacionalidade",Representante dos Empresários,Um representante é eleito nas empresas com mais de 200 funcionários para ajudar a melhorar as relações entre os empregados e os patrões.,"Empresas, Capítulo.","Direito Trabalhista, Direito Civil",-,"1.  Representante: pessoa nomeada para representar a empresa em frente ao empregado, com finalidade exclusiva de promover seu entendimento direto com os empregadores",,Decreto
"Art. 12. São brasileiros: (ECR no 3/94, EC no 23/99 e EC no 54/2007)
I – natos:
a) os nascidos na República Federativa do Brasil, ainda que de pais estrangeiros,
desde que estes não estejam a serviço de seu país;
b) os nascidos no estrangeiro, de pai brasileiro ou mãe brasileira, desde que
qualquer deles esteja a serviço da República Federativa do Brasil;
c) os nascidos no estrangeiro de pai brasileiro ou de mãe brasileira, desde que
sejam registrados em repartição brasileira competente ou venham a residir na
República Federativa do Brasil e optem, em qualquer tempo, depois de atingida
a maioridade, pela nacionalidade brasileira;
II – naturalizados:
a) os que, na forma da lei, adquiram a nacionalidade brasileira, exigidas aos
originários de países de língua portuguesa apenas residência por um ano
ininterrupto e idoneidade moral;
20 Constituição da República Federativa do Brasil
b) os estrangeiros de qualquer nacionalidade residentes na República Federativa
do Brasil há mais de quinze anos ininterruptos e sem condenação penal, desde
que requeiram a nacionalidade brasileira.
§ 1o Aos portugueses com residência permanente no País, se houver reciprocidade
em favor de brasileiros, serão atribuídos os direitos inerentes ao brasileiro, salvo os casos
previstos nesta Constituição.
§ 2o A lei não poderá estabelecer distinção entre brasileiros natos e naturalizados,
salvo nos casos previstos nesta Constituição.
§ 3o São privativos de brasileiro nato os cargos:
I – de Presidente e Vice-Presidente da República;
II – de Presidente da Câmara dos Deputados;
III – de Presidente do Senado Federal;
IV – de Ministro do Supremo Tribunal Federal;
V – da carreira diplomática;
VI – de oficial das Forças Armadas;
VII – de Ministro de Estado da Defesa.
§ 4o Será declarada a perda da nacionalidade do brasileiro que:
I – tiver cancelada sua naturalização, por sentença judicial, em virtude de atividade
nociva ao interesse nacional;
II – adquirir outra nacionalidade, salvo nos casos:
a) de reconhecimento de nacionalidade originária pela lei estrangeira;
b) de imposição de naturalização, pela norma estrangeira, ao brasileiro residente
em Estado estrangeiro, como condição para permanência em seu território ou
para o exercício de direitos civis.",São Brasileiros Natos e Naturados,Resumo,"República Federativa do Brasil, Câmara dos Deputados, Senado Federal.",Direito Civil,Multas.,"1. Nato: refere-se a alguém que nasceu em um país, nesse mesmo país é considerado cidadão e tem direitos específicos",,Lei
"Art. 13. A língua portuguesa é o idioma oficial da República Federativa do Brasil.
§ 1o São símbolos da República Federativa do Brasil a bandeira, o hino, as armas e
o selo nacionais.
§ 2o Os Estados, o Distrito Federal e os Municípios poderão ter símbolos próprios.
CAPÍTULO IV –
Dos Direitos Políticos",Símbolos da República Federativa do Brasil,"O Brasil tem a língua portuguesa como idioma oficial. A bandeira, hino e armas são símbolos da República Federativa do Brasil. Os estados também podem ter seus próprios símbolos.","República Federativa do Brasil, Distrito Federal, Estados, Municípios.","Direito Constitucional, Direito Administrativo",-,"1. Símbolos nacionais, são representações visuais que simbolizam a identidade e os valores de um país, neste caso, a República Federativa do Brasil",,Decreto
"Art. 14. A soberania popular será exercida pelo sufrágio universal e pelo voto direto
e secreto, com valor igual para todos, e, nos termos da lei, mediante: (ECR no 4/94 e
EC no 16/97)
I – plebiscito;
II – referendo;
III – iniciativa popular.
§ 1o O alistamento eleitoral e o voto são:
I – obrigatórios para os maiores de dezoito anos;
II – facultativos para:
a) os analfabetos;
Dos Direitos e Garantias Fundamentais 21
b) os maiores de setenta anos;
c) os maiores de dezesseis e menores de dezoito anos.
§ 2o Não podem alistar-se como eleitores os estrangeiros e, durante o período do
serviço militar obrigatório, os conscritos.
§ 3o São condições de elegibilidade, na forma da lei:
I – a nacionalidade brasileira;
II – o pleno exercício dos direitos políticos;
III – o alistamento eleitoral;
IV – o domicílio eleitoral na circunscrição;
V – a filiação partidária;
VI – a idade mínima de:
a) trinta e cinco anos para Presidente e Vice-Presidente da República e Senador;
b) trinta anos para Governador e Vice-Governador de Estado e do Distrito
Federal;
c) vinte e um anos para Deputado Federal, Deputado Estadual ou Distrital, Pre-
feito, Vice-Prefeito e juiz de paz;
d) dezoito anos para Vereador.
§ 4o São inelegíveis os inalistáveis e os analfabetos.
§ 5o O Presidente da República, os Governadores de Estado e do Distrito Federal,
os Prefeitos e quem os houver sucedido ou substituído no curso dos mandatos poderão
ser reeleitos para um único período subseqüente.
§ 6o Para concorrerem a outros cargos, o Presidente da República, os Governadores
de Estado e do Distrito Federal e os Prefeitos devem renunciar aos respectivos mandatos
até seis meses antes do pleito.
§ 7o São inelegíveis, no território de jurisdição do titular, o cônjuge e os parentes
consangüíneos ou afins, até o segundo grau ou por adoção, do Presidente da República,
de Governador de Estado ou Território, do Distrito Federal, de Prefeito ou de quem os
haja substituído dentro dos seis meses anteriores ao pleito, salvo se já titular de mandato
eletivo e candidato à reeleição.
§ 8o O militar alistável é elegível, atendidas as seguintes condições:
I – se contar menos de dez anos de serviço, deverá afastar-se da atividade;
II – se contar mais de dez anos de serviço, será agregado pela autoridade superior
e, se eleito, passará automaticamente, no ato da diplomação, para a inatividade.
§ 9o Lei complementar estabelecerá outros casos de inelegibilidade e os prazos de sua
cessação, a fim de proteger a probidade administrativa, a moralidade para o exercício
do mandato, considerada a vida pregressa do candidato, e a normalidade e legitimidade
das eleições contra a influência do poder econômico ou o abuso do exercício de função,
cargo ou emprego na administração direta ou indireta.
§ 10. O mandato eletivo poderá ser impugnado ante a Justiça Eleitoral no prazo de
quinze dias contados da diplomação, instruída a ação com provas de abuso do poder
econômico, corrupção ou fraude.
§ 11. A ação de impugnação de mandato tramitará em segredo de justiça, respon-
dendo o autor, na forma da lei, se temerária ou de manifesta má-fé.
22 Constituição da República Federativa do Brasil",Sufrágio Universal e Direto,Resumo,"Pessoas, Presidente da República, Governadores de Estado e do Distrito Federal, Prefeitos.","Direito Constitucional, Direito Administrativo e Direito Tributário",Multas.,1. Termo: ECR (Estatuto do Cidadão Brasileiro) - Regulamento que estabelece as regras para a participação dos cidadãos no processo eleitoral,,Lei
"Art. 15. É vedada a cassação de direitos políticos, cuja perda ou suspensão só se dará
nos casos de:
I – cancelamento da naturalização por sentença transitada em julgado;
II – incapacidade civil absoluta;
III – condenação criminal transitada em julgado, enquanto durarem seus efeitos;
IV – recusa de cumprir obrigação a todos imposta ou prestação alternativa, nos
termos do art. 5o, VIII;
V – improbidade administrativa, nos termos do art. 37, § 4o.",Cassação Direitos Políticos Não Permitidos,"O artigo 15 da Constituição brasileira estabelece regras sobre a cassação dos direitos políticos. Isso significa que é difícil perder o direito de votar ou ser eleito, mas não é impossível","Pessoas, órgãos públicos.","Direito Penal, Direito Administrativo",Multas e prisão - Não encontrado,"1. Naturalização: é a aquisição da cidadania de um país, geralmente após residir nele durante um período determinado",15 de março de 2021,Decreto
"Art. 16. A lei que alterar o processo eleitoral entrará em vigor na data de sua publica-
ção, não se aplicando à eleição que ocorra até um ano da data de sua vigência. (EC no 4/93)
CAPÍTULO V –
Dos Partidos Políticos",Processo Eleitoral Temporal (EC nº4/93),"O artigo 16 estabelece regras sobre como as leis que alteram o processo eleitoral funcionarão. Em resumo, essas leis entrariam em vigor após sua publicação e não seriam aplicadas a eleições realizadas dentro de um ano da data de entrada em vigor.","Partido, Lei, Eleição.","Direito Eleitoral, Direito Processual",-,1. EC (Extrato Constitucional,,Decreto
"Art. 17. É livre a criação, fusão, incorporação e extinção de partidos políticos, res-
guardados a soberania nacional, o regime democrático, o pluripartidarismo, os direitos
fundamentais da pessoa humana e observados os seguintes preceitos: (EC no 52/2006)
I – caráter nacional;
II – proibição de recebimento de recursos financeiros de entidade ou governo
estrangeiros ou de subordinação a estes;
III – prestação de contas à Justiça Eleitoral;
IV – funcionamento parlamentar de acordo com a lei.
§ 1o É assegurada aos partidos políticos autonomia para definir sua estrutura interna,
organização e funcionamento e para adotar os critérios de escolha e o regime de suas
coligações eleitorais, sem obrigatoriedade de vinculação entre as candidaturas em âmbito
nacional, estadual, distrital ou municipal, devendo seus estatutos estabelecer normas de
disciplina e fidelidade partidária.
§ 2o Os partidos políticos, após adquirirem personalidade jurídica, na forma da lei
civil, registrarão seus estatutos no Tribunal Superior Eleitoral.
§ 3o Os partidos políticos têm direito a recursos do fundo partidário e acesso gratuito
ao rádio e à televisão, na forma da lei.
§ 4o É vedada a utilização pelos partidos políticos de organização paramilitar.
Dos Direitos e Garantias Fundamentais 23

TÍTULO III –
Da Organização do Estado
CAPÍTULO I –
Da Organização Político-Administrativa",Direitos e Preceites dos Partidos Políticos,Aqui está um resumo do artigo,"Partidos políticos, Tribunal Superior Eleitoral.","Direito Constitucional, Direito Político",Multas.,"1.  Pluripartidarismo: Refere-se ao sistema político em que existem vários partidos políticos, permitindo a concorrência entre eles e o pluralismo de ideologias",'12 de março de 2021,Lei Ordinária
"Art. 18. A organização político-administrativa da República Federativa do Brasil
compreende a União, os Estados, o Distrito Federal e os Municípios, todos autônomos,
nos termos desta Constituição. (EC no 15/96)
§ 1o Brasília é a Capital Federal.
§ 2o Os Territórios Federais integram a União, e sua criação, transformação em Estado
ou reintegração ao Estado de origem serão reguladas em lei complementar.
§ 3o Os Estados podem incorporar-se entre si, subdividir-se ou desmembrar-se para
se anexarem a outros, ou formarem novos Estados ou Territórios Federais, mediante
aprovação da população diretamente interessada, através de plebiscito, e do Congresso
Nacional, por lei complementar.
§ 4o A criação, a incorporação, a fusão e o desmembramento de Municípios, far-
-se-ão por lei estadual, dentro do período determinado por lei complementar federal,
e dependerão de consulta prévia, mediante plebiscito, às populações dos Municípios
envolvidos, após divulgação dos Estudos de Viabilidade Municipal, apresentados e
publicados na forma da lei.",Organização Política-Administrativa da República Federada do Brasil,"O Brasil é dividido em quatro níveis: União, Estados, Distrito Federal e Municípios. Cada um desses níveis tem autonomia e pode ser alterado de acordo com a Constituição. O Brasília é a capital federal. Os Territórios Federais são parte da União e podem se tornar Estados ou ficar como eles mesmos, dependendo do que for decidido pela população e pelo Congresso Nacional","União, Estados, Municípios.","Direito Administrativo, Direito Constitucional",Multas.,"1. Termo: União - Refere-se à entidade política e administrativa do Brasil, composta pela Federação dos Estados, Distrito Federal e Municípios",,Decreto
"Art. 19. É vedado à União, aos Estados, ao Distrito Federal e aos Municípios:
I – estabelecer cultos religiosos ou igrejas, subvencioná-los, embaraçar-lhes o
funcionamento ou manter com eles ou seus representantes relações de dependência ou
aliança, ressalvada, na forma da lei, a colaboração de interesse público;
II – recusar fé aos documentos públicos;
III – criar distinções entre brasileiros ou preferências entre si.
CAPÍTULO II –
Da União",Vedas à Religiouso Pública Federal,"O artigo 19 proíbe a União, os Estados, Distrito Federal e Municípios","União, Estados, Distrito Federal e Municípios.","Direito Administrativo,",Multas.,"1. Colaboração de interesse público: Refere-se à ação conjunta entre diferentes entidades para atingir um objetivo comum, que pode ser utilizado como justificativa legal em determinadas situações",,Despacho
"Art. 20. São bens da União: (EC no 46/2005)
I – os que atualmente lhe pertencem e os que lhe vierem a ser atribuídos;
II – as terras devolutas indispensáveis à defesa das fronteiras, das fortificações
e construções militares, das vias federais de comunicação e à preservação ambiental,
definidas em lei;
III – os lagos, rios e quaisquer correntes de água em terrenos de seu domínio, ou
que banhem mais de um Estado, sirvam de limites com outros países, ou se estendam a
território estrangeiro ou dele provenham, bem como os terrenos marginais e as praias
fluviais;
IV – as ilhas fluviais e lacustres nas zonas limítrofes com outros países; as praias
marítimas; as ilhas oceânicas e as costeiras, excluídas, destas, as que contenham a sede
de Municípios, exceto aquelas áreas afetadas ao serviço público e a unidade ambiental
federal, e as referidas no art. 26, II;
V – os recursos naturais da plataforma continental e da zona econômica exclusiva;
Da Organização do Estado 25
VI – o mar territorial;
VII – os terrenos de marinha e seus acrescidos;
VIII – os potenciais de energia hidráulica;
IX – os recursos minerais, inclusive os do subsolo;
X – as cavidades naturais subterrâneas e os sítios arqueológicos e pré-históricos;
XI – as terras tradicionalmente ocupadas pelos índios.
§ 1o É assegurada, nos termos da lei, aos Estados, ao Distrito Federal e aos Municí-
pios, bem como a órgãos da administração direta da União, participação no resultado
da exploração de petróleo ou gás natural, de recursos hídricos para fins de geração de
energia elétrica e de outros recursos minerais no respectivo território, plataforma con-
tinental, mar territorial ou zona econômica exclusiva, ou compensação financeira por
essa exploração.
§ 2o A faixa de até cento e cinqüenta quilômetros de largura, ao longo das fronteiras
terrestres, designada como faixa de fronteira, é considerada fundamental para defesa do
território nacional, e sua ocupação e utilização serão reguladas em lei.",Bens da União (EC nº46/2005),Os bens da União incluem,"União, Estados, Municípios.","Direito Administrativo, Direito Tributário e Direito Ambiental",Multas.,"1. Potenciais de energia hidráulica: capacidade da natureza de gerar energia elétrica através do movimento das águas, como nas cachoeiras ou em correntes rápidas",,Decreto
